before,after
0.8505860445947725,1.1004798721946407
1.1091037701783226,1.4235019270207776
1.285460902898688,1.098532447345074
1.0778866217269472,1.0330483635800167
1.269407639534773,1.2386802739254543
0.8774113413887223,1.1838010182273486
1.1351126359090584,0.8821738591705128
1.112357435152601,1.0254770428585682
0.8813383268273854,1.0093781463288063
1.4460606515966667,1.2407117647599069
1.1447033054003477,0.9974319490061725
0.8850818622624542,1.129710230250565
0.8530374116831908,1.065157415703738
1.181259905990367,0.9808541585641886
0.6251135744546146,1.0462340674582062
1.3146036056232542,0.966144928041472
0.5259645196334266,0.9709560031594096
1.1624410585229834,1.2524685233881572
0.12298553999510609,0.6213341341146076
0.5436746789337252,0.8436787015223737
0.9354788157159615,0.8607880528028069
1.0137911031215467,1.0177674643412706
0.9056371335648306,0.867348169312616
0.6636539837018697,0.5550727045064489
0.35641871864206676,0.6199735289578016
0.8594639241374609,1.3607602045630718
1.5247606505734692,1.31876005856362
0.8852696459041078,0.989484173475691
1.0294554709699122,1.0051752164520882
1.225549235977158,1.4852392715999854
0.7648159169323316,0.5133334668931309
1.0518420160107256,1.0603425519218612
1.0791790947648796,1.4541552647657696
1.3897945301820038,0.722428039999937
1.1407423901275142,0.9719473829688499
1.007512401580295,1.054207723955043
0.9829596875501236,1.0995475210505172
0.6558730094382808,1.0948458011045772
0.9306687241618946,1.2978950256462773
1.1480279268786147,1.0407949775963727
